sample_index,noisy_mse,denoised_mse,noisy_mae,denoised_mae,noisy_snr,denoised_snr,snr_improved,noisy_si_sdr,denoised_si_sdr,si_srd_improved
531,0.00049791473,8.8993576e-05,0.017838135,0.0060609775,10.317012,17.794975,7.4779634,10.300784,17.722471,7.421687
532,0.0011548973,0.00042088007,0.02711102,0.014141506,11.860462,16.244312,4.38385,11.993963,16.18883,4.194866
533,0.0008987514,0.00023174769,0.023898736,0.008357596,5.5630875,11.449328,5.886241,5.5825925,11.127543,5.544951
534,0.0013902576,0.00028294226,0.029751686,0.011873904,11.791558,18.705532,6.913974,11.800059,18.647186,6.847127
535,0.0015248766,0.00064022694,0.031198487,0.01598842,12.644398,16.413404,3.7690067,12.638552,16.32087,3.6823177
536,0.00085376704,0.00021853349,0.023303965,0.010234069,8.040947,13.959161,5.918214,8.188297,13.822804,5.634507
537,0.0030023938,0.0010361831,0.043811403,0.022337986,8.400073,13.020384,4.620311,8.392282,12.799784,4.407502
538,0.0013206728,0.00018137977,0.028980957,0.009512482,8.405071,17.027134,8.622063,8.425227,16.943293,8.518065
539,0.00067248155,0.0057966053,0.020663973,0.029490314,12.834852,3.479918,-9.354935,13.050504,0.8934225,-12.157082
540,0.0017329148,0.00032657213,0.033183154,0.012500696,10.964037,18.212017,7.24798,10.946479,18.150112,7.2036333
541,0.0009499693,0.00032484042,0.024628906,0.010415035,8.428034,13.0884285,4.6603947,8.400861,12.875631,4.4747705
542,0.00096537237,0.00026060306,0.024862945,0.010413448,9.631142,15.318296,5.687155,9.6572,15.189474,5.5322742
543,0.0012024428,0.000558396,0.027688086,0.015235003,11.3147745,14.645996,3.3312216,11.312152,14.496551,3.1843987
544,0.0010279325,0.00033757454,0.025629466,0.012506218,9.992777,14.828726,4.835949,9.978273,14.68578,4.707506
545,0.0010905138,0.0004477795,0.026368326,0.013679455,8.449014,12.314683,3.8656693,8.433207,12.052624,3.6194172
546,0.004319448,0.0008637117,0.0524505,0.020572448,6.974312,13.964907,6.990595,7.015253,13.797108,6.7818546
547,0.0006087826,0.00012709592,0.019748421,0.0067816665,9.169725,15.973032,6.8033066,9.188713,15.87076,6.682047
548,0.00014491819,2.9156905e-05,0.009605939,0.00370813,4.4133296,11.377144,6.9638143,4.3767076,11.051039,6.674331
549,0.00067833735,0.008510124,0.020740956,0.02952556,11.560811,0.5759087,-10.984902,11.550665,-8.481306,-20.031971
550,0.0010549044,0.0003046831,0.025877086,0.012006598,10.592531,15.986177,5.3936462,10.599501,15.876193,5.2766924
551,0.00047886322,0.0022416099,0.017488666,0.021056203,12.297992,5.5945063,-6.7034855,12.280319,4.194877,-8.085442
552,0.0006662235,0.00031953643,0.020616248,0.008664416,10.567645,13.758641,3.1909962,10.55071,13.590042,3.0393324
553,0.00089171465,0.0006682334,0.023858512,0.01539251,13.321098,14.574076,1.2529774,13.328974,14.470749,1.1417751
554,0.0012390116,0.00020732281,0.028125556,0.009015907,9.262697,17.02698,7.764282,9.236926,16.958015,7.7210894
555,0.0018625732,0.00094146293,0.034476224,0.017248824,8.464214,11.427317,2.9631023,8.456096,11.10289,2.6467943
556,0.0020178074,0.00053730636,0.035852477,0.015013868,6.899455,12.646032,5.7465773,6.943267,12.405438,5.4621716
557,0.0014694135,0.00022793561,0.030623702,0.008812675,10.867034,18.960354,8.09332,10.842439,18.979568,8.13713
558,0.0010427318,0.00038274666,0.025783615,0.011594385,8.789787,13.142399,4.3526115,8.8070545,12.926981,4.1199265
559,0.0011398676,0.0002596467,0.026902989,0.010500931,9.657423,16.082138,6.424715,9.669519,15.976492,6.3069725
560,0.004231315,0.0013577479,0.051969025,0.027554745,10.932844,15.869407,4.9365625,10.931269,15.755911,4.824642
561,0.0010411832,0.00023643851,0.02579935,0.009377518,12.693478,19.131567,6.4380894,12.697148,19.129326,6.4321775
562,0.0001400683,0.00043243126,0.009450275,0.010564522,7.816066,2.9202933,-4.8957725,7.8855696,-0.180702,-8.066272
563,0.0012898891,0.00037477034,0.028684177,0.013037778,9.35355,14.721422,5.367872,9.349548,14.578122,5.228574
564,0.00060896424,0.00026088266,0.019679474,0.0098561,10.404318,14.085784,3.681466,10.519243,13.919378,3.400135
565,0.0009116882,0.00021042183,0.02410465,0.009922745,13.6968975,20.064451,6.3675537,13.693953,20.065426,6.3714733
566,0.0003059788,0.0018548645,0.013925052,0.017749729,10.635725,2.8095171,-7.826208,10.777737,-0.41355515,-11.191292
567,0.0011955039,0.00021174099,0.027557239,0.009556165,9.203166,16.720627,7.517461,9.212534,16.62965,7.417116
568,0.0032420468,0.00076227926,0.04536969,0.018723477,5.4556475,11.742699,6.287051,5.4340644,11.442102,6.008038
569,0.000796224,0.00023959324,0.022553321,0.009972509,10.708454,15.924061,5.2156067,10.735713,15.811768,5.0760546
